t_s,x_m,y_m
0.0,-0.015818506847375468,-0.010577822340323942
0.016688172043010752,-0.01498578628572916,-0.011936617769271985
0.033376344086021505,-0.014027354205868791,-0.01324445049007383
0.050064516129032254,-0.01290308291424845,-0.014459084134092023
0.06675268817204301,-0.011743658252821844,-0.015536715260643734
0.08344086021505376,-0.010468964639500521,-0.016547263145615245
0.10012903225806451,-0.00911109431510869,-0.01746200822677348
0.11681720430107527,-0.007646267515822653,-0.018325308333927433
0.13350537634408602,-0.006135617910435339,-0.01898960013398911
0.15019354838709678,-0.0044893731578871075,-0.019545433536369238
0.16688172043010752,-0.0029044737025691702,-0.01993141717984655
0.18356989247311828,-0.0012440839909262872,-0.020169573674732467
0.20025806451612901,0.00046034091877410194,-0.020316791136273427
0.21694623655913978,0.002134471444436267,-0.02034743662267497
0.23363440860215054,0.0038297569242984122,-0.020211925930971947
0.2503225806451613,0.005483124390747772,-0.01994716690349446
0.26701075268817204,0.0070329362970311836,-0.019537111969355186
0.2836989247311828,0.008606270301062677,-0.019024762787322336
0.30038709677419356,0.01002437792798725,-0.018429460352611074
0.31707526881720427,0.011378776265080201,-0.017707605715110396
0.33376344086021503,0.012699021045431304,-0.016863856713087478
0.3504516129032258,0.01392174897349062,-0.015925331009832806
0.36713978494623656,0.015076610849032708,-0.014873410586474409
0.3838279569892473,0.01622575180642783,-0.013748168134007588
0.40051612903225803,0.017292115358869754,-0.01254687662095868
0.4172043010752688,0.018229970227527464,-0.011229954380120115
0.43389247311827955,0.01910241385202272,-0.00981016391981189
0.4505806451612903,0.01980809387528844,-0.008311046654033075
0.4672688172043011,0.020342330608658275,-0.006738204717291265
0.4839569892473118,0.020749729056916254,-0.005130117594187706
0.5006451612903225,0.02098796089588232,-0.0034764803474157707
0.5173333333333333,0.021089852494125146,-0.0017246280130971596
0.5340215053763441,0.02105951807810986,8.404887485742666e-05
0.5507096774193548,0.020896609327864777,0.0018966583977742253
0.5673978494623656,0.020533761958323907,0.0037067407400326615
0.5840860215053764,0.02004389435384803,0.005487927910468446
0.6007741935483871,0.019463714590137356,0.0072127455015510164
0.6174623655913978,0.01870998272550308,0.008849613128617654
0.6341505376344085,0.017869404980831963,0.010369856417032189
0.6508387096774193,0.016945493932314606,0.011740779633118172
0.6675268817204301,0.015879868024559683,0.012960909847442902
0.6842150537634408,0.014698589354909685,0.014042755596663412
0.7009032258064516,0.013417271792267987,0.014991388937710338
0.7175913978494624,0.012024887467707975,0.015828231028231027
0.7342795698924731,0.010615268580188679,0.01657393649402197
0.7509677419354839,0.009169934129486646,0.017152653762385034
0.7676559139784946,0.007636946922581171,0.01759193878152243
0.7843440860215054,0.006040302685787712,0.017902607542506513
0.8010322580645161,0.004393158547429993,0.01811139184957602
0.8177204301075268,0.0027475855705017247,0.01827448925123301
0.8344086021505376,0.0010923711469244385,0.018308529452993064
0.8510967741935483,-0.0005114056251454775,0.018240934305925813
0.8677849462365591,-0.002194104189170671,0.018067711383655215
0.8844731182795699,-0.0038669509016139485,0.017797784018373092
0.9011612903225806,-0.005454887683541533,0.017406611056322602
0.9178494623655914,-0.00702925625382289,0.01686697478826986
0.9345376344086022,-0.008508623417064213,0.016188129511744306
0.9512258064516129,-0.009973245945070628,0.015384476942258694
0.9679139784946236,-0.01141314117030475,0.014507454122310012
0.9846021505376343,-0.012788994124190054,0.013517037367835624
1.001290322580645,-0.014047294024014667,0.012415503650645355
1.0179784946236559,-0.015134414837970709,0.011165011433226235
1.0346666666666666,-0.01610227977511023,0.00979972836722091
1.0513548387096774,-0.016971035027017932,0.008330703429207702
1.0680430107526881,-0.01776336084822255,0.006793318598914765
1.084731182795699,-0.018435983951320283,0.005222466501063223
1.1014193548387097,-0.01890735682562041,0.0035920204039231788
1.1181075268817204,-0.01926895178904729,0.0018985854083104923
1.1347956989247312,-0.01952658733141049,0.00016046993237769865
1.151483870967742,-0.019638923314301813,-0.001614570714001731
1.1681720430107527,-0.0196528127567357,-0.003394947660101889
1.1848602150537635,-0.01948138997576719,-0.005212035963154757
1.2015483870967743,-0.019116910758953196,-0.006993358498265672
1.218236559139785,-0.018636589188617506,-0.008732692389466223
1.2349247311827956,-0.018103216595569006,-0.010440617785116886
1.2516129032258063,-0.0174611377136277,-0.012077284491112858
1.268301075268817,-0.01674878944840704,-0.013651284050139986
1.2849892473118278,-0.015888089478909403,-0.015182054484589187
1.3016774193548386,-0.01488324941336198,-0.016603722144716507
1.3183655913978494,-0.013825844024461662,-0.01793689804299169
1.3350537634408601,-0.012660543133786444,-0.019150061042247146
1.351741935483871,-0.011447116079259493,-0.020256725644972027
1.3684301075268817,-0.010128315349808558,-0.021278036628512513
1.3851182795698924,-0.008751341255055644,-0.022187050515190813
1.4018064516129032,-0.0073382174862337965,-0.023042514256003344
1.418494623655914,-0.005940273993044738,-0.02375859766990207
1.4351827956989247,-0.0045599394377718325,-0.024374737827217656
1.4518709677419355,-0.0031508051568603034,-0.024933730220899255
1.4685591397849462,-0.001748400426502694,-0.025392911464897337
1.485247311827957,-0.0003545859561368968,-0.025753124340793593
1.5019354838709678,0.0009995033240459673,-0.025964168875475886
1.5186236559139785,0.0022875949274468255,-0.02607309190424232
1.5353118279569893,0.003581369198295387,-0.02610140462672384
1.552,0.004907406491329319,-0.02603603638027951
1.5686881720430108,0.006237068812180583,-0.02590735896513605
1.5853763440860213,0.007549156780278399,-0.025711066164791838
1.6020645161290321,0.008901956272318264,-0.025451820912454383
1.6187526881720429,0.010187463810743157,-0.025097754404839433
1.6354408602150536,0.011441214325771366,-0.0246726726132345
1.6521290322580644,0.01276057344736274,-0.02422112454620814
1.6688172043010752,0.013975598537833377,-0.023638778182510756
1.685505376344086,0.01517516786409279,-0.023000031684925114
1.7021935483870967,0.016290762656147276,-0.022267110453648917
1.7188817204301075,0.017377786757493074,-0.021512631676234514
1.7355698924731182,0.018446911743156623,-0.02074472934472935
1.752258064516129,0.019517083059390743,-0.01995359348210027
1.7689462365591397,0.020473169932481668,-0.019082381376308494
1.7856344086021505,0.021410731171304258,-0.018157098365250368
1.8023225806451613,0.022359378116260716,-0.01722859436260245
1.819010752688172,0.023232078854731147,-0.016257443605253215
1.8356989247311828,0.024091551794651153,-0.015226911821527515
1.8523870967741936,0.02488061916074094,-0.014144334955249095
1.8690752688172043,0.02556701895312913,-0.012938402604375043
1.885763440860215,0.02624355231381126,-0.0117030580454495
1.9024516129032258,0.026869682387864625,-0.01043757966144529
1.9191397849462366,0.027430684362455653,-0.009162355208533765
1.9358279569892471,0.02787782359409673,-0.007886727055982553
1.952516129032258,0.028262993216137244,-0.006554736701791493
1.9692043010752687,0.028532273559262213,-0.005215251628106481
1.9858924731182794,0.02880980231560414,-0.00391767756122384
2.00258064516129,0.029043015178220832,-0.0026441604250467595
2.019268817204301,0.02921211448565817,-0.0013806542280776774
2.0359569892473117,0.029368910728114136,-0.00011434601645408577
2.0526451612903225,0.029438088565413193,0.0011459468474526934
2.0693333333333332,0.02947361674844192,0.00240827940513256
2.086021505376344,0.029484030814967276,0.0036515202622226187
2.1027096774193548,0.02944793963934651,0.004903615238661462
2.1193978494623655,0.029312931306378187,0.006137538828920045
2.1360860215053763,0.029113260085301504,0.007374559268531173
2.152774193548387,0.02884530177145284,0.00863146823634116
2.169462365591398,0.028536204273478003,0.009904395172866865
2.1861505376344086,0.028143061033303916,0.011087068965745515
2.2028387096774193,0.027720488962063604,0.012271058048862632
2.21952688172043,0.02727598387174658,0.013464354405553876
2.236215053763441,0.026832638845067064,0.014681093458332056
2.2529032258064516,0.026333684475501298,0.015825275916384406
2.2695913978494624,0.02580739050669361,0.01693829278894291
2.286279569892473,0.02526376567243501,0.017984198312975354
2.302967741935484,0.024653940067413397,0.018943485947922004
2.3196559139784947,0.023962871056060316,0.019892972889352982
2.3363440860215055,0.023279152078048235,0.020749368959935666
2.353032258064516,0.022601228108494506,0.021571873303946092
2.369720430107527,0.021859194336823328,0.02235806804968437
2.3864086021505377,0.021131497292932504,0.023094292378733523
2.4030967741935485,0.020358289300775212,0.023843116680906686
2.4197849462365593,0.019562438422471868,0.024554779940733115
2.43647311827957,0.018795081288003456,0.02523332399659208
2.4531612903225803,0.018003741530170606,0.0259063594525133
2.469849462365591,0.017141372255315777,0.026505703553437118
2.486537634408602,0.016239170930642505,0.027109327387588252
2.5032258064516126,0.015310325377198213,0.02763461713766671
2.5199139784946234,0.014335831716778507,0.028175667286187922
2.536602150537634,0.01335653079114618,0.028672499976178906
2.553290322580645,0.012386931479990195,0.029146585670436372
2.5699784946236557,0.011367913844337175,0.029660986485259
2.5866666666666664,0.010322246279300949,0.03015577307108579
2.603354838709677,0.009348446248004629,0.030610824106215143
